"","NSC","PANEL","CELL","NLOGGI50","INDN","TOTN","DRUGNAME"
"10035",759614,"Central Nervous System","SF-268",5.391,1,1,"6-Mercaptopurine"
"10036",759614,"Central Nervous System","SF-295",5.755,1,1,"6-Mercaptopurine"
"10037",759614,"Central Nervous System","SF-539",5.574,1,1,"6-Mercaptopurine"
"10038",759850,"Non-Small Cell Lung","NCI-H522",8,1,1,"Docetaxel"
"10039",759850,"Non-Small Cell Lung","A549/ATCC",8,1,1,"Docetaxel"
"10040",759850,"Non-Small Cell Lung","NCI-H226",4.892,1,1,"Docetaxel"
"10041",759850,"Non-Small Cell Lung","NCI-H322M",8,1,1,"Docetaxel"
"10042",759850,"Non-Small Cell Lung","NCI-H460",8,1,1,"Docetaxel"
"10043",759850,"Non-Small Cell Lung","HOP-62",8,1,1,"Docetaxel"
"10044",759850,"Non-Small Cell Lung","HOP-92",7.741,1,1,"Docetaxel"
"10045",759850,"Colon","HT29",8,1,1,"Docetaxel"
"10046",759850,"Colon","HCC-2998",8,1,1,"Docetaxel"
"10047",759850,"Colon","HCT-116",8,1,1,"Docetaxel"
"10048",759850,"Colon","SW-620",8,1,1,"Docetaxel"
"10049",759850,"Colon","COLO 205",8,1,1,"Docetaxel"
"10050",759850,"Colon","HCT-15",6.486,1,1,"Docetaxel"
"10051",759850,"Colon","KM12",8,1,1,"Docetaxel"
"10052",759850,"Breast","MCF7",8,1,1,"Docetaxel"
"10053",759850,"Ovarian","NCI/ADR-RES",5.688,1,1,"Docetaxel"
"10054",759850,"Breast","MDA-MB-231/ATCC",7.144,1,1,"Docetaxel"
"10055",759850,"Breast","HS 578T",8,1,1,"Docetaxel"
"10056",759850,"Melanoma","MDA-MB-435",8,1,1,"Docetaxel"
"10057",759850,"Breast","BT-549",8,1,1,"Docetaxel"
"10058",759850,"Breast","MDA-MB-468",8,1,1,"Docetaxel"
"10059",759850,"Ovarian","OVCAR-3",8,1,1,"Docetaxel"
"10060",759850,"Ovarian","OVCAR-4",4.9,1,1,"Docetaxel"
"10061",759850,"Ovarian","OVCAR-5",8,1,1,"Docetaxel"
"10062",759850,"Ovarian","IGROV1",7.448,1,1,"Docetaxel"
"10063",759850,"Ovarian","SK-OV-3",8,1,1,"Docetaxel"
"10064",759850,"Leukemia","CCRF-CEM",8,1,1,"Docetaxel"
"10065",759850,"Leukemia","MOLT-4",7.711,1,1,"Docetaxel"
"10066",759850,"Leukemia","HL-60(TB)",8,1,1,"Docetaxel"
"10067",759850,"Leukemia","RPMI-8226",8,1,1,"Docetaxel"
"10068",759850,"Leukemia","SR",8,1,1,"Docetaxel"
"10069",759850,"Renal","UO-31",6.717,1,1,"Docetaxel"
"10070",759850,"Renal","A498",6.381,1,1,"Docetaxel"
"10071",759850,"Renal","CAKI-1",6.743,1,1,"Docetaxel"
"10072",759850,"Renal","RXF 393",8,1,1,"Docetaxel"
"10073",759850,"Renal","ACHN",4.952,1,1,"Docetaxel"
"10074",759850,"Renal","TK-10",4.855,1,1,"Docetaxel"
"10075",759850,"Melanoma","LOX IMVI",8,1,1,"Docetaxel"
"10076",759850,"Melanoma","SK-MEL-2",7.45,1,1,"Docetaxel"
"10077",759850,"Melanoma","SK-MEL-5",8,1,1,"Docetaxel"
"10078",759850,"Melanoma","SK-MEL-28",4.896,1,1,"Docetaxel"
"10079",759850,"Melanoma","M14",8,1,1,"Docetaxel"
"10080",759850,"Melanoma","UACC-62",7.035,1,1,"Docetaxel"
"10081",759850,"Melanoma","UACC-257",4.491,1,1,"Docetaxel"
"10082",759850,"Prostate","PC-3",7.662,1,1,"Docetaxel"
"10083",759850,"Prostate","DU-145",8,1,1,"Docetaxel"
"10084",759850,"Central Nervous System","SNB-19",7.508,1,1,"Docetaxel"
"10085",759850,"Central Nervous System","SNB-75",8,1,1,"Docetaxel"
"10086",759850,"Central Nervous System","U251",8,1,1,"Docetaxel"
"10087",759850,"Central Nervous System","SF-268",8,1,1,"Docetaxel"
"10088",759850,"Central Nervous System","SF-295",7.797,1,1,"Docetaxel"
"10089",759850,"Central Nervous System","SF-539",8,1,1,"Docetaxel"
"10090",759852,"Non-Small Cell Lung","NCI-H23",5.749,2,2,"Vorinostat"
"10091",759852,"Non-Small Cell Lung","NCI-H522",6.304,2,2,"Vorinostat"
"10092",759852,"Non-Small Cell Lung","A549/ATCC",5.763,2,2,"Vorinostat"
"10093",759852,"Non-Small Cell Lung","EKVX",5.73,2,2,"Vorinostat"
"10094",759852,"Non-Small Cell Lung","NCI-H226",5.559,1,2,"Vorinostat"
"10095",759852,"Non-Small Cell Lung","NCI-H322M",5.695,2,2,"Vorinostat"
"10096",759852,"Non-Small Cell Lung","NCI-H460",6.055,2,2,"Vorinostat"
"10097",759852,"Non-Small Cell Lung","HOP-62",5.775,2,2,"Vorinostat"
"10098",759852,"Non-Small Cell Lung","HOP-92",6.605,1,2,"Vorinostat"
"10099",759852,"Colon","HT29",6.199,2,2,"Vorinostat"
"10100",759852,"Colon","HCC-2998",5.907,2,2,"Vorinostat"
"10101",759852,"Colon","HCT-116",6.424,2,2,"Vorinostat"
"10102",759852,"Colon","SW-620",6.306,2,2,"Vorinostat"
"10103",759852,"Colon","COLO 205",5.945,1,2,"Vorinostat"
"10104",759852,"Colon","HCT-15",5.514,2,2,"Vorinostat"
"10105",759852,"Colon","KM12",5.722,2,2,"Vorinostat"
"10106",759852,"Breast","MCF7",5.978,2,2,"Vorinostat"
"10107",759852,"Ovarian","NCI/ADR-RES",6.571,2,2,"Vorinostat"
"10108",759852,"Breast","MDA-MB-231/ATCC",5.662,2,2,"Vorinostat"
"10109",759852,"Breast","HS 578T",5.665,2,2,"Vorinostat"
"10110",759852,"Melanoma","MDA-MB-435",6.263,2,2,"Vorinostat"
"10111",759852,"Breast","BT-549",5.639,1,2,"Vorinostat"
"10112",759852,"Breast","T-47D",6.233,2,2,"Vorinostat"
"10113",759852,"Breast","MDA-MB-468",6.443,2,2,"Vorinostat"
"10114",759852,"Ovarian","OVCAR-3",5.817,2,2,"Vorinostat"
"10115",759852,"Ovarian","OVCAR-4",5.569,2,2,"Vorinostat"
"10116",759852,"Ovarian","OVCAR-5",6.265,2,2,"Vorinostat"
"10117",759852,"Ovarian","OVCAR-8",6.331,2,2,"Vorinostat"
"10118",759852,"Ovarian","IGROV1",5.668,2,2,"Vorinostat"
"10119",759852,"Ovarian","SK-OV-3",5.789,2,2,"Vorinostat"
"10120",759852,"Leukemia","CCRF-CEM",6.427,2,2,"Vorinostat"
"10121",759852,"Leukemia","MOLT-4",6.493,2,2,"Vorinostat"
"10122",759852,"Leukemia","HL-60(TB)",6.332,2,2,"Vorinostat"
"10123",759852,"Leukemia","RPMI-8226",5.83,2,2,"Vorinostat"
"10124",759852,"Leukemia","SR",6.431,2,2,"Vorinostat"
"10125",759852,"Renal","UO-31",6.276,2,2,"Vorinostat"
"10126",759852,"Renal","SN12C",5.703,2,2,"Vorinostat"
"10127",759852,"Renal","A498",6.091,2,2,"Vorinostat"
"10128",759852,"Renal","CAKI-1",6.19,2,2,"Vorinostat"
"10129",759852,"Renal","RXF 393",6.281,2,2,"Vorinostat"
"10130",759852,"Renal","786-0",5.55,2,2,"Vorinostat"
"10131",759852,"Renal","ACHN",5.953,2,2,"Vorinostat"
"10132",759852,"Renal","TK-10",6.143,2,2,"Vorinostat"
"10133",759852,"Melanoma","LOX IMVI",5.932,2,2,"Vorinostat"
"10134",759852,"Melanoma","MALME-3M",6.458,2,2,"Vorinostat"
"10135",759852,"Melanoma","SK-MEL-2",5.896,1,2,"Vorinostat"
"10136",759852,"Melanoma","SK-MEL-5",6.324,2,2,"Vorinostat"
"10137",759852,"Melanoma","SK-MEL-28",6.084,2,2,"Vorinostat"
"10138",759852,"Melanoma","M14",6.029,2,2,"Vorinostat"
"10139",759852,"Melanoma","UACC-62",6.454,2,2,"Vorinostat"
"10140",759852,"Melanoma","UACC-257",6.199,2,2,"Vorinostat"
"10141",759852,"Prostate","PC-3",5.839,2,2,"Vorinostat"
"10142",759852,"Prostate","DU-145",5.913,2,2,"Vorinostat"
"10143",759852,"Central Nervous System","SNB-19",5.71,2,2,"Vorinostat"
"10144",759852,"Central Nervous System","SNB-75",6.268,2,2,"Vorinostat"
"10145",759852,"Central Nervous System","U251",6.023,2,2,"Vorinostat"
"10146",759852,"Central Nervous System","SF-268",5.742,2,2,"Vorinostat"
"10147",759852,"Central Nervous System","SF-295",5.977,2,2,"Vorinostat"
"10148",759852,"Central Nervous System","SF-539",5.731,2,2,"Vorinostat"
"10149",759856,"Non-Small Cell Lung","NCI-H23",5.573,2,2,"Gefitinib"
"10150",759856,"Non-Small Cell Lung","NCI-H522",6.046,2,2,"Gefitinib"
"10151",759856,"Non-Small Cell Lung","A549/ATCC",5.646,2,2,"Gefitinib"
"10152",759856,"Non-Small Cell Lung","EKVX",7.309,2,2,"Gefitinib"
"10153",759856,"Non-Small Cell Lung","NCI-H226",5.386,1,2,"Gefitinib"
"10154",759856,"Non-Small Cell Lung","NCI-H322M",7.165,2,2,"Gefitinib"
"10155",759856,"Non-Small Cell Lung","NCI-H460",5.462,2,2,"Gefitinib"
"10156",759856,"Non-Small Cell Lung","HOP-62",5.464,2,2,"Gefitinib"
"10157",759856,"Non-Small Cell Lung","HOP-92",6.494,2,2,"Gefitinib"
"10158",759856,"Colon","HT29",5.441,2,2,"Gefitinib"
"10159",759856,"Colon","HCC-2998",5.638,2,2,"Gefitinib"
"10160",759856,"Colon","HCT-116",5.48,2,2,"Gefitinib"
"10161",759856,"Colon","SW-620",5.319,2,2,"Gefitinib"
"10162",759856,"Colon","COLO 205",5.143,1,2,"Gefitinib"
"10163",759856,"Colon","HCT-15",5.404,2,2,"Gefitinib"
"10164",759856,"Colon","KM12",5.022,2,2,"Gefitinib"
"10165",759856,"Breast","MCF7",5.346,2,2,"Gefitinib"
"10166",759856,"Ovarian","NCI/ADR-RES",5.933,2,2,"Gefitinib"
"10167",759856,"Breast","MDA-MB-231/ATCC",5.358,2,2,"Gefitinib"
"10168",759856,"Breast","HS 578T",5.137,2,2,"Gefitinib"
"10169",759856,"Melanoma","MDA-MB-435",5.474,2,2,"Gefitinib"
"10170",759856,"Breast","BT-549",5.546,1,2,"Gefitinib"
"10171",759856,"Breast","T-47D",5.051,2,2,"Gefitinib"
"10172",759856,"Breast","MDA-MB-468",7.882,2,2,"Gefitinib"
"10173",759856,"Ovarian","OVCAR-3",5.345,2,2,"Gefitinib"
"10174",759856,"Ovarian","OVCAR-4",5.235,2,2,"Gefitinib"
"10175",759856,"Ovarian","OVCAR-5",5.404,2,2,"Gefitinib"
"10176",759856,"Ovarian","OVCAR-8",6.239,2,2,"Gefitinib"
"10177",759856,"Ovarian","IGROV1",5.549,2,2,"Gefitinib"
"10178",759856,"Ovarian","SK-OV-3",5.988,2,2,"Gefitinib"
"10179",759856,"Leukemia","CCRF-CEM",6.359,2,2,"Gefitinib"
"10180",759856,"Leukemia","K-562",5.599,1,2,"Gefitinib"
"10181",759856,"Leukemia","MOLT-4",5.705,2,2,"Gefitinib"
"10182",759856,"Leukemia","HL-60(TB)",5.953,2,2,"Gefitinib"
"10183",759856,"Leukemia","RPMI-8226",5.188,2,2,"Gefitinib"
"10184",759856,"Leukemia","SR",5.545,2,2,"Gefitinib"
"10185",759856,"Renal","UO-31",5.821,2,2,"Gefitinib"
"10186",759856,"Renal","SN12C",5.935,2,2,"Gefitinib"
"10187",759856,"Renal","A498",6.228,2,2,"Gefitinib"
"10188",759856,"Renal","CAKI-1",6.257,2,2,"Gefitinib"
"10189",759856,"Renal","RXF 393",5.51,2,2,"Gefitinib"
"10190",759856,"Renal","786-0",5.53,2,2,"Gefitinib"
"10191",759856,"Renal","ACHN",6.751,2,2,"Gefitinib"
"10192",759856,"Renal","TK-10",6.084,2,2,"Gefitinib"
"10193",759856,"Melanoma","LOX IMVI",5.483,2,2,"Gefitinib"
"10194",759856,"Melanoma","MALME-3M",5.413,2,2,"Gefitinib"
"10195",759856,"Melanoma","SK-MEL-2",5.005,1,2,"Gefitinib"
"10196",759856,"Melanoma","SK-MEL-5",5.546,2,2,"Gefitinib"
"10197",759856,"Melanoma","SK-MEL-28",5.505,2,2,"Gefitinib"
"10198",759856,"Melanoma","M14",5.653,2,2,"Gefitinib"
"10199",759856,"Melanoma","UACC-62",5.686,2,2,"Gefitinib"
"10200",759856,"Melanoma","UACC-257",5.626,2,2,"Gefitinib"
"10201",759856,"Prostate","PC-3",5.293,2,2,"Gefitinib"
"10202",759856,"Prostate","DU-145",5.751,2,2,"Gefitinib"
"10203",759856,"Central Nervous System","SNB-19",5.55,2,2,"Gefitinib"
"10204",759856,"Central Nervous System","SNB-75",5.3,2,2,"Gefitinib"
"10205",759856,"Central Nervous System","U251",5.465,2,2,"Gefitinib"
"10206",759856,"Central Nervous System","SF-268",5.551,2,2,"Gefitinib"
"10207",759856,"Central Nervous System","SF-295",4.951,2,2,"Gefitinib"
"10208",759856,"Central Nervous System","SF-539",4.955,2,2,"Gefitinib"
"10209",759857,"Non-Small Cell Lung","NCI-H23",6.978,2,2,"Clofarabine"
"10210",759857,"Non-Small Cell Lung","NCI-H522",5.294,2,2,"Clofarabine"
"10211",759857,"Non-Small Cell Lung","A549/ATCC",6.421,2,2,"Clofarabine"
"10212",759857,"Non-Small Cell Lung","EKVX",5.82,2,2,"Clofarabine"
"10213",759857,"Non-Small Cell Lung","NCI-H226",6.483,1,2,"Clofarabine"
"10214",759857,"Non-Small Cell Lung","NCI-H322M",5.922,2,2,"Clofarabine"
"10215",759857,"Non-Small Cell Lung","NCI-H460",6.432,2,2,"Clofarabine"
"10216",759857,"Non-Small Cell Lung","HOP-62",6.621,2,2,"Clofarabine"
"10217",759857,"Non-Small Cell Lung","HOP-92",7.185,2,2,"Clofarabine"
"10218",759857,"Colon","HT29",5.065,2,2,"Clofarabine"
"10219",759857,"Colon","HCC-2998",7.125,2,2,"Clofarabine"
"10220",759857,"Colon","HCT-116",6.887,2,2,"Clofarabine"
"10221",759857,"Colon","SW-620",6.052,2,2,"Clofarabine"
"10222",759857,"Colon","COLO 205",6.281,1,2,"Clofarabine"
"10223",759857,"Colon","HCT-15",5.325,2,2,"Clofarabine"
"10224",759857,"Colon","KM12",4.527,2,2,"Clofarabine"
"10225",759857,"Breast","MCF7",6.733,2,2,"Clofarabine"
"10226",759857,"Ovarian","NCI/ADR-RES",7.303,2,2,"Clofarabine"
"10227",759857,"Breast","MDA-MB-231/ATCC",4.831,2,2,"Clofarabine"
"10228",759857,"Breast","HS 578T",4.026,2,2,"Clofarabine"
"10229",759857,"Melanoma","MDA-MB-435",6.314,2,2,"Clofarabine"
"10230",759857,"Breast","BT-549",7.041,1,2,"Clofarabine"
"10231",759857,"Breast","T-47D",5.159,2,2,"Clofarabine"
"10232",759857,"Breast","MDA-MB-468",6.413,2,2,"Clofarabine"
"10233",759857,"Ovarian","OVCAR-3",4,2,2,"Clofarabine"
"10234",759857,"Ovarian","OVCAR-4",4,2,2,"Clofarabine"
"10235",759857,"Ovarian","OVCAR-5",5.523,2,2,"Clofarabine"
"10236",759857,"Ovarian","OVCAR-8",7.373,2,2,"Clofarabine"
"10237",759857,"Ovarian","IGROV1",4.134,2,2,"Clofarabine"
"10238",759857,"Ovarian","SK-OV-3",6.119,2,2,"Clofarabine"
"10239",759857,"Leukemia","CCRF-CEM",7.6,2,2,"Clofarabine"
"10240",759857,"Leukemia","K-562",5.421,1,2,"Clofarabine"
"10241",759857,"Leukemia","MOLT-4",7.482,2,2,"Clofarabine"
"10242",759857,"Leukemia","HL-60(TB)",7.516,2,2,"Clofarabine"
"10243",759857,"Leukemia","RPMI-8226",4.501,2,2,"Clofarabine"
"10244",759857,"Leukemia","SR",6.413,2,2,"Clofarabine"
"10245",759857,"Renal","UO-31",6.807,2,2,"Clofarabine"
"10246",759857,"Renal","SN12C",7.175,2,2,"Clofarabine"
"10247",759857,"Renal","A498",6.166,1,2,"Clofarabine"
"10248",759857,"Renal","CAKI-1",6.487,2,2,"Clofarabine"
"10249",759857,"Renal","RXF 393",5.831,2,2,"Clofarabine"
"10250",759857,"Renal","786-0",7.036,2,2,"Clofarabine"
"10251",759857,"Renal","ACHN",6.482,2,2,"Clofarabine"
"10252",759857,"Renal","TK-10",4.729,2,2,"Clofarabine"
"10253",759857,"Melanoma","LOX IMVI",6.33,2,2,"Clofarabine"
"10254",759857,"Melanoma","MALME-3M",4.362,2,2,"Clofarabine"
"10255",759857,"Melanoma","SK-MEL-2",4,1,2,"Clofarabine"
"10256",759857,"Melanoma","SK-MEL-5",6.469,2,2,"Clofarabine"
"10257",759857,"Melanoma","SK-MEL-28",4,2,2,"Clofarabine"
"10258",759857,"Melanoma","M14",7.057,2,2,"Clofarabine"
"10259",759857,"Melanoma","UACC-62",6.442,2,2,"Clofarabine"
"10260",759857,"Melanoma","UACC-257",5.156,2,2,"Clofarabine"
"10261",759857,"Prostate","PC-3",4.609,2,2,"Clofarabine"
"10262",759857,"Prostate","DU-145",6.479,2,2,"Clofarabine"
"10263",759857,"Central Nervous System","SNB-19",6.665,2,2,"Clofarabine"
"10264",759857,"Central Nervous System","SNB-75",5.647,2,2,"Clofarabine"
"10265",759857,"Central Nervous System","U251",6.354,2,2,"Clofarabine"
"10266",759857,"Central Nervous System","SF-268",6.641,2,2,"Clofarabine"
"10267",759857,"Central Nervous System","SF-295",5.542,2,2,"Clofarabine"
"10268",759857,"Central Nervous System","SF-539",5.439,2,2,"Clofarabine"
"10269",759877,"Non-Small Cell Lung","NCI-H23",5.664,2,2,"Dasatinib"
"10270",759877,"Non-Small Cell Lung","NCI-H522",6.791,2,2,"Dasatinib"
"10271",759877,"Non-Small Cell Lung","A549/ATCC",7.076,2,2,"Dasatinib"
"10272",759877,"Non-Small Cell Lung","EKVX",5.639,2,2,"Dasatinib"
"10273",759877,"Non-Small Cell Lung","NCI-H226",5.465,1,2,"Dasatinib"
"10274",759877,"Non-Small Cell Lung","NCI-H322M",7.116,2,2,"Dasatinib"
"10275",759877,"Non-Small Cell Lung","NCI-H460",5.079,2,2,"Dasatinib"
"10276",759877,"Non-Small Cell Lung","HOP-62",7.214,2,2,"Dasatinib"
"10277",759877,"Non-Small Cell Lung","HOP-92",8,1,2,"Dasatinib"
"10278",759877,"Colon","HT29",7.707,2,2,"Dasatinib"
"10279",759877,"Colon","HCC-2998",4.902,2,2,"Dasatinib"
"10280",759877,"Colon","HCT-116",5.478,2,2,"Dasatinib"
"10281",759877,"Colon","SW-620",4.877,2,2,"Dasatinib"
"10282",759877,"Colon","COLO 205",7.187,1,2,"Dasatinib"
"10283",759877,"Colon","HCT-15",6.092,2,2,"Dasatinib"
"10284",759877,"Colon","KM12",5.017,2,2,"Dasatinib"
"10285",759877,"Breast","MCF7",4.911,2,2,"Dasatinib"
"10286",759877,"Ovarian","NCI/ADR-RES",5.515,2,2,"Dasatinib"
"10287",759877,"Breast","MDA-MB-231/ATCC",7.423,2,2,"Dasatinib"
"10288",759877,"Breast","HS 578T",7.799,2,2,"Dasatinib"
"10289",759877,"Melanoma","MDA-MB-435",5.244,2,2,"Dasatinib"
"10290",759877,"Breast","BT-549",5.358,1,2,"Dasatinib"
"10291",759877,"Breast","T-47D",5.824,2,2,"Dasatinib"
"10292",759877,"Breast","MDA-MB-468",6.063,2,2,"Dasatinib"
"10293",759877,"Ovarian","OVCAR-3",6.128,2,2,"Dasatinib"
"10294",759877,"Ovarian","OVCAR-4",5.1,2,2,"Dasatinib"
"10295",759877,"Ovarian","OVCAR-5",7.419,2,2,"Dasatinib"
"10296",759877,"Ovarian","OVCAR-8",7.167,2,2,"Dasatinib"
"10297",759877,"Ovarian","IGROV1",7.919,2,2,"Dasatinib"
"10298",759877,"Ovarian","SK-OV-3",6.691,2,2,"Dasatinib"
"10299",759877,"Leukemia","CCRF-CEM",5.233,2,2,"Dasatinib"
"10300",759877,"Leukemia","K-562",8,1,2,"Dasatinib"
"10301",759877,"Leukemia","MOLT-4",5.146,2,2,"Dasatinib"
"10302",759877,"Leukemia","HL-60(TB)",4.872,2,2,"Dasatinib"
"10303",759877,"Leukemia","RPMI-8226",4.866,2,2,"Dasatinib"
"10304",759877,"Leukemia","SR",5.371,2,2,"Dasatinib"
"10305",759877,"Renal","UO-31",7.59,2,2,"Dasatinib"
"10306",759877,"Renal","SN12C",7.821,2,2,"Dasatinib"
"10307",759877,"Renal","A498",7.527,2,2,"Dasatinib"
"10308",759877,"Renal","CAKI-1",7.982,2,2,"Dasatinib"
"10309",759877,"Renal","RXF 393",7.98,2,2,"Dasatinib"
"10310",759877,"Renal","786-0",7.251,2,2,"Dasatinib"
"10311",759877,"Renal","ACHN",7.612,2,2,"Dasatinib"
"10312",759877,"Renal","TK-10",7.655,2,2,"Dasatinib"
"10313",759877,"Melanoma","LOX IMVI",7.816,2,2,"Dasatinib"
"10314",759877,"Melanoma","MALME-3M",5.166,2,2,"Dasatinib"
"10315",759877,"Melanoma","SK-MEL-2",4.87,1,2,"Dasatinib"
"10316",759877,"Melanoma","SK-MEL-5",4.967,2,2,"Dasatinib"
"10317",759877,"Melanoma","SK-MEL-28",5.134,2,2,"Dasatinib"
"10318",759877,"Melanoma","M14",5.455,2,2,"Dasatinib"
"10319",759877,"Melanoma","UACC-62",5.498,2,2,"Dasatinib"
"10320",759877,"Melanoma","UACC-257",4.854,2,2,"Dasatinib"
"10321",759877,"Prostate","PC-3",6.971,2,2,"Dasatinib"
"10322",759877,"Prostate","DU-145",6.81,2,2,"Dasatinib"
"10323",759877,"Central Nervous System","SNB-19",4.771,2,2,"Dasatinib"
"10324",759877,"Central Nervous System","SNB-75",8,2,2,"Dasatinib"
"10325",759877,"Central Nervous System","U251",5.564,2,2,"Dasatinib"
"10326",759877,"Central Nervous System","SF-268",7.153,2,2,"Dasatinib"
"10327",759877,"Central Nervous System","SF-295",5.403,2,2,"Dasatinib"
"10328",759877,"Central Nervous System","SF-539",7.221,2,2,"Dasatinib"
"10329",759878,"Non-Small Cell Lung","NCI-H23",6.091,1,1,"Irinotecan"
"10330",759878,"Non-Small Cell Lung","NCI-H522",5.429,1,1,"Irinotecan"
"10331",759878,"Non-Small Cell Lung","A549/ATCC",5.22,1,1,"Irinotecan"
"10332",759878,"Non-Small Cell Lung","EKVX",4.598,1,1,"Irinotecan"
"10333",759878,"Non-Small Cell Lung","NCI-H226",5.984,1,1,"Irinotecan"
"10334",759878,"Non-Small Cell Lung","NCI-H322M",5.17,1,1,"Irinotecan"
"10335",759878,"Non-Small Cell Lung","NCI-H460",6.381,1,1,"Irinotecan"
"10336",759878,"Non-Small Cell Lung","HOP-62",6.151,1,1,"Irinotecan"
"10337",759878,"Non-Small Cell Lung","HOP-92",6.128,1,1,"Irinotecan"
"10338",759878,"Colon","HT29",5.025,1,1,"Irinotecan"
"10339",759878,"Colon","HCC-2998",5.456,1,1,"Irinotecan"
"10340",759878,"Colon","HCT-116",5.957,1,1,"Irinotecan"
"10341",759878,"Colon","SW-620",5.754,1,1,"Irinotecan"
"10342",759878,"Colon","COLO 205",4.294,1,1,"Irinotecan"
"10343",759878,"Colon","HCT-15",4.571,1,1,"Irinotecan"
"10344",759878,"Colon","KM12",4.847,1,1,"Irinotecan"
"10345",759878,"Breast","MCF7",6.513,1,1,"Irinotecan"
"10346",759878,"Ovarian","NCI/ADR-RES",5.459,1,1,"Irinotecan"
"10347",759878,"Breast","MDA-MB-231/ATCC",4.446,1,1,"Irinotecan"
"10348",759878,"Breast","HS 578T",4,1,1,"Irinotecan"
"10349",759878,"Melanoma","MDA-MB-435",5.372,1,1,"Irinotecan"
"10350",759878,"Breast","BT-549",6.247,1,1,"Irinotecan"
"10351",759878,"Breast","T-47D",6.198,1,1,"Irinotecan"
"10352",759878,"Breast","MDA-MB-468",6.575,1,1,"Irinotecan"
"10353",759878,"Ovarian","OVCAR-3",5.014,1,1,"Irinotecan"
"10354",759878,"Ovarian","OVCAR-4",4.501,1,1,"Irinotecan"
"10355",759878,"Ovarian","OVCAR-5",4.596,1,1,"Irinotecan"
"10356",759878,"Ovarian","OVCAR-8",5.735,1,1,"Irinotecan"
"10357",759878,"Ovarian","IGROV1",4.605,1,1,"Irinotecan"
"10358",759878,"Ovarian","SK-OV-3",5.787,1,1,"Irinotecan"
"10359",759878,"Leukemia","CCRF-CEM",6.652,1,1,"Irinotecan"
"10360",759878,"Leukemia","MOLT-4",6.48,1,1,"Irinotecan"
"10361",759878,"Leukemia","HL-60(TB)",6.104,1,1,"Irinotecan"
"10362",759878,"Leukemia","RPMI-8226",5.069,1,1,"Irinotecan"
"10363",759878,"Leukemia","SR",7.071,1,1,"Irinotecan"
"10364",759878,"Renal","UO-31",6.102,1,1,"Irinotecan"
"10365",759878,"Renal","SN12C",6.356,1,1,"Irinotecan"
"10366",759878,"Renal","A498",5.11,1,1,"Irinotecan"
"10367",759878,"Renal","CAKI-1",6.577,1,1,"Irinotecan"
"10368",759878,"Renal","RXF 393",5.659,1,1,"Irinotecan"
"10369",759878,"Renal","786-0",6.264,1,1,"Irinotecan"
"10370",759878,"Renal","ACHN",6.326,1,1,"Irinotecan"
"10371",759878,"Renal","TK-10",4,1,1,"Irinotecan"
"10372",759878,"Melanoma","LOX IMVI",6.4,1,1,"Irinotecan"
"10373",759878,"Melanoma","MALME-3M",5.056,1,1,"Irinotecan"
"10374",759878,"Melanoma","SK-MEL-2",4.19,1,1,"Irinotecan"
"10375",759878,"Melanoma","SK-MEL-5",5.757,1,1,"Irinotecan"
"10376",759878,"Melanoma","SK-MEL-28",4.508,1,1,"Irinotecan"
"10377",759878,"Melanoma","M14",6.277,1,1,"Irinotecan"
"10378",759878,"Melanoma","UACC-62",6.544,1,1,"Irinotecan"
"10379",759878,"Melanoma","UACC-257",4.46,1,1,"Irinotecan"
"10380",759878,"Prostate","PC-3",5.363,1,1,"Irinotecan"
"10381",759878,"Prostate","DU-145",6.177,1,1,"Irinotecan"
"10382",759878,"Central Nervous System","SNB-19",6.203,1,1,"Irinotecan"
"10383",759878,"Central Nervous System","SNB-75",5.823,1,1,"Irinotecan"
"10384",759878,"Central Nervous System","U251",6.203,1,1,"Irinotecan"
"10385",759878,"Central Nervous System","SF-268",6.023,1,1,"Irinotecan"
"10386",759878,"Central Nervous System","SF-295",6.404,1,1,"Irinotecan"
"10387",759878,"Central Nervous System","SF-539",6.405,1,1,"Irinotecan"
"10388",760087,"Non-Small Cell Lung","NCI-H23",7.873,1,1,"Vinorelbine"
"10389",760087,"Non-Small Cell Lung","NCI-H522",8,1,1,"Vinorelbine"
"10390",760087,"Non-Small Cell Lung","A549/ATCC",7.681,1,1,"Vinorelbine"
"10391",760087,"Non-Small Cell Lung","EKVX",4.339,1,1,"Vinorelbine"
"10392",760087,"Non-Small Cell Lung","NCI-H460",8,1,1,"Vinorelbine"
"10393",760087,"Non-Small Cell Lung","HOP-62",7.869,1,1,"Vinorelbine"
"10394",760087,"Non-Small Cell Lung","HOP-92",5.821,1,1,"Vinorelbine"
"10395",760087,"Colon","HT29",8,1,1,"Vinorelbine"
"10396",760087,"Colon","HCC-2998",7.79,1,1,"Vinorelbine"
"10397",760087,"Colon","HCT-116",8,1,1,"Vinorelbine"
"10398",760087,"Colon","SW-620",8,1,1,"Vinorelbine"
"10399",760087,"Colon","COLO 205",8,1,1,"Vinorelbine"
"10400",760087,"Colon","HCT-15",6.381,1,1,"Vinorelbine"
"10401",760087,"Colon","KM12",8,1,1,"Vinorelbine"
"10402",760087,"Breast","MCF7",8,1,1,"Vinorelbine"
"10403",760087,"Ovarian","NCI/ADR-RES",5.733,1,1,"Vinorelbine"
"10404",760087,"Breast","MDA-MB-231/ATCC",7.676,1,1,"Vinorelbine"
